,Mean Abs Error,Median Abs Error,Percent of houses within 10 percent,Percent of houses within 20 percent,Percent of houses within 5 percent,R2,RMSE
team4,65969.54580246912,50379.59999999998,48.148148148148145,79.01234567901234,27.160493827160494,0.8862379753651488,96411.07994680626
